"CRUISEJOIN","HAULJOIN","CATCHJOIN","REGION","VESSEL","CRUISE","HAUL","SPECIES_CODE","LENGTH","FREQUENCY","SEX","SAMPLE_TYPE","LENGTH_TYPE"
NA,NA,NA,"GOA",41,199903,252,21722,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,239,10110,280,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,239,10110,290,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,239,10110,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,239,10110,310,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21720,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21720,720,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21720,850,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21722,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,450,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,470,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,480,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,490,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,500,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,510,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,21740,520,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,240,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,260,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,290,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,330,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,340,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,380,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,390,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,480,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,690,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,710,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10110,730,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,720,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,770,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,780,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,840,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,850,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,870,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,920,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,1000,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,1030,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,1070,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10120,1160,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10130,100,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10130,120,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10130,230,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10130,250,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10130,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,181,10130,270,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,630,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,650,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,690,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,700,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,720,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10110,730,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10120,880,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10120,980,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10120,1100,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10120,1170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10130,140,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10130,300,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10130,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10180,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10180,580,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10180,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,10200,170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10120,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10120,720,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10120,1170,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,490,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,550,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,560,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10180,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10200,490,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,20510,480,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,20510,500,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21720,480,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21720,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21720,550,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21720,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21720,620,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21720,720,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21722,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21722,590,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21722,610,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21722,630,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21722,660,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,21740,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,280,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,670,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,680,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,700,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,405,740,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,420,950,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,440,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,161,440,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21720,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21720,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21720,670,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21720,700,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21720,730,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21720,780,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21722,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21722,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21722,660,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,159,21722,700,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,405,210,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,405,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,405,390,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,405,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,440,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,390,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,490,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,530,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,540,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,550,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,580,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,590,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,600,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,620,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,160,10110,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,300,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,320,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,330,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,340,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,350,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,360,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,370,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,380,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10130,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10270,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10270,370,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10270,380,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10270,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,640,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,660,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,670,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,690,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,700,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21720,740,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,670,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,21722,710,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,220,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,450,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,560,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,570,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,590,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,600,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10110,610,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,141,10120,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,310,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,320,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,330,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,340,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,360,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,380,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,250,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,350,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,380,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,390,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,400,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,410,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,430,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,440,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10262,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,20510,450,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,210,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,420,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,430,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,500,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,540,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21720,780,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21722,410,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21722,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21722,490,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21722,500,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,21722,520,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,140,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,150,12,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,160,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,170,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,180,9,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,190,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,200,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,210,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,220,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,230,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,240,9,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,250,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,260,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,270,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,280,9,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,290,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,300,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10130,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,150,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,180,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,190,10,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,200,18,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,210,29,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,220,26,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,230,12,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,240,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,250,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,270,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,280,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,290,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,300,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,310,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,320,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,330,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10200,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,210,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10261,250,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,200,30050,390,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,200,30050,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10110,100,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10110,110,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10110,120,18,3,NA,NA
NA,NA,NA,"GOA",41,199903,201,10110,130,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10110,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10110,290,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10120,840,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10120,910,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10120,1000,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10120,1100,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,180,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,240,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,260,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,270,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,280,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,290,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,300,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,310,12,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,320,11,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,330,9,3,NA,NA
NA,NA,NA,"GOA",41,199903,252,10130,340,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,350,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,390,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,410,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,420,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,280,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,290,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,300,10,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,310,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,320,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,330,11,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,340,10,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,350,8,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,360,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,370,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10210,380,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10220,450,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10220,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10220,480,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10220,510,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10220,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10261,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10261,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10261,290,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,340,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,370,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,450,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10285,560,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,21720,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,21720,430,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,21720,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,21720,480,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21722,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21722,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,500,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,530,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,540,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,550,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,560,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,570,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,580,7,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,590,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,600,6,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,610,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,630,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,640,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,650,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,660,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,250,21740,670,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,420,580,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10110,240,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10110,360,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10120,760,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10120,820,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10120,890,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,160,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,170,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,180,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,190,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,210,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,220,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,230,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,240,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,250,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,251,10130,260,4,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,310,3,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,340,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,360,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,370,2,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,380,5,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,400,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,420,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,470,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,620,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,236,10110,770,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,226,10262,440,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,226,10262,460,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,226,21722,530,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,227,10110,110,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,227,10110,210,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,227,10110,260,1,3,NA,NA
NA,NA,NA,"GOA",41,199903,227,10110,270,1,3,NA,NA
